id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
9025,6601,165.1499443,51.68410731,0.9497687399,6738,91.67690132,0.4527434842,361.726,0.6339575012,3.195371902,1
12582,8133,150.1334832,69.76564978,0.8854730103,8359,101.7607843,0.6203661327,359.489,0.7908414513,2.151968536,0
3740,6209,152.5600035,53.50728444,0.936476834,6421,88.91312801,0.6721151764,346.114,0.6513181654,2.851200637,1
9129,5846,156.3674696,48.77685532,0.9501026707,6015,86.27490005,0.5944681716,344.212,0.6200356512,3.205771848,1
7552,6983,133.397825,67.35949867,0.8631474245,7199,94.29226766,0.6289857683,332.537,0.7935457265,1.98038625,0
7624,5679,150.6839463,48.82303043,0.9460538264,5841,85.03368376,0.4697270471,336.881,0.6288234045,3.086329239,1
14644,9478,165.147048,74.35405398,0.8929129297,9744,109.8533768,0.5814010551,397.899,0.7522823508,2.22109003,0
4289,6694,158.750017,55.04838326,0.9379533619,6900,92.32045013,0.5591379886,356.337,0.662481467,2.883827056,1
14763,9081,161.4446867,72.55214421,0.8933340655,9209,107.5280815,0.5772311213,380.5,0.7881959836,2.225222816,0
13131,9763,165.3940703,76.14578719,0.8877167261,10023,111.4927696,0.7090050835,396.596,0.7800033968,2.172071186,0
12614,9367,161.179661,74.85626242,0.8856111583,9620,109.2082177,0.5818012422,388.926,0.7781734874,2.153188736,0
9599,5438,151.7537982,46.55298037,0.9517848072,5598,83.20983502,0.4855357143,334.497,0.6107515997,3.259808437,1
3653,6432,155.1214467,54.51393623,0.9362151138,6601,90.49572781,0.4707259953,349.306,0.6624358209,2.845537443,1
9026,6366,162.1737171,50.75257677,0.9497689684,6522,90.03023349,0.4932971716,356.934,0.6279147145,3.195378983,1
16682,7897,153.0243645,66.45463888,0.9007803954,8016,100.2734894,0.5808325978,358.285,0.7730627537,2.302688977,0
4449,6863,161.263931,55.72428783,0.9384013981,7086,93.47856971,0.6230029049,362.614,0.6558956155,2.893961274,1
9391,6117,161.2420082,49.84452199,0.9510202346,6369,88.25194783,0.6087778662,356.312,0.6054627745,3.234899278,1
14004,8409,154.1741803,70.08607779,0.8907006864,8743,103.4730464,0.5915998312,385.731,0.7102072971,2.199783254,0
1698,6290,148.7472527,55.03269078,0.9290419084,6465,89.49121039,0.5235122763,339.352,0.6863721972,2.702888966,1
10954,8999,155.4102916,74.53163796,0.877498266,9218,107.0414997,0.6884179927,375.557,0.8017747839,2.085158677,0
8063,6267,158.2124497,50.78656759,0.9470783988,6388,89.32744386,0.7266929499,347.28,0.6529952363,3.115242025,1
7932,6016,156.2163048,50.29374486,0.9467568785,6264,87.52033536,0.6200783344,344.32,0.6376658988,3.106078207,1
2681,5722,143.8393311,51.68924829,0.9332012946,5827,85.35500381,0.5015778401,322.549,0.6911404603,2.782770805,1
10653,8921,153.8815561,74.13297162,0.8763067993,9102,106.5765921,0.77736145,373.308,0.8044310204,2.075750542,0
14704,9795,167.5219596,75.34240145,0.8931562901,10087,111.675339,0.601843318,399.145,0.7725968225,2.22347518,0
636,6991,151.1082747,59.8139246,0.918321705,7133,94.34626467,0.531190639,350.981,0.7131517498,2.526305968,1
7745,6924,166.7783477,53.89376367,0.9463491072,7072,93.89308072,0.4627105052,373.016,0.6253339418,3.094576001,1
8084,6680,164.3741637,52.73714344,0.9471347758,6807,92.22385895,0.4556927485,360.487,0.6459622092,3.11685755,1
10980,9226,157.8603388,75.66695496,0.8776355827,9573,108.3831539,0.6177435554,402.123,0.7169774332,2.086252035,0
1088,5051,130.5082648,49.63508718,0.9248543808,5136,80.19434482,0.5375691784,296.572,0.7216505395,2.629355003,1
17938,8838,167.3237256,68.44850751,0.9124992785,9099,106.0796451,0.5478551946,390.396,0.7287073379,2.444519708,0
15001,8960,160.639607,71.93470331,0.8941328527,9157,106.8092988,0.5829538061,381.133,0.775112547,2.233130876,0
12788,9634,163.4975718,75.71544166,0.8863069435,9859,110.7537348,0.6042777394,391.867,0.7883863962,2.159368925,0
15650,8521,157.1625867,69.67587339,0.8963553763,8707,104.1598491,0.5669705237,371.55,0.7756501808,2.255624208,0
7467,7629,139.8712309,70.67835265,0.8629378033,8062,98.55731574,0.5941588785,356.755,0.7532468806,1.978982611,0
9241,6990,170.4180929,52.97151256,0.9504646469,7160,94.33951673,0.6783773292,372.446,0.6332284386,3.217164939,1
14990,8878,159.770551,71.55318667,0.8941088768,9160,106.3194276,0.5593497984,385.676,0.7500319712,2.23289218,0
4903,5798,148.6355529,50.89795083,0.9395416803,6011,85.91997952,0.6494175627,337.332,0.640284506,2.920265954,1
12780,8402,153.4110555,71.04912497,0.8862908277,8689,103.4299698,0.6123906706,373.135,0.7583340659,2.159225121,0
2663,4814,131.1481121,47.15120501,0.9331349246,4918,78.29032615,0.5828087167,292.492,0.7071116064,2.781437125,1
12336,8811,156.2113307,72.89395203,0.8844490475,9100,105.917485,0.6830232558,378.848,0.7714451757,2.142994397,0
5382,6627,159.7866616,54.14531842,0.9408367854,6805,91.85727224,0.4755309989,356.135,0.6565949232,2.951070679,1
5059,5264,141.0922847,48.15226391,0.9399609372,5398,81.86777732,0.5054734012,314.095,0.6705075904,2.93012775,1
9416,6321,162.8697076,50.29272411,0.9511298683,6492,89.71146617,0.7361984626,359.271,0.6153912668,3.238434793,1
16776,9936,171.743969,74.43574775,0.9011963116,10207,112.4762558,0.7437125749,405.908,0.7578202833,2.307278079,0
12827,8515,154.1561699,71.34698575,0.8864508348,8676,104.1231709,0.5811493311,370.584,0.7791502009,2.160654277,0
8132,5828,154.4799366,49.50278654,0.9472661084,6041,86.14197622,0.8051948052,345.684,0.6128735091,3.120631128,1
252,4176,109.3482943,49.8376875,0.8900975107,4277,72.91809336,0.5962307253,260.346,0.7742273965,2.194088445,1
11810,8175,149.4736578,70.45923032,0.8819290034,8421,102.0231997,0.671182266,361.118,0.787769845,2.121420531,0
11072,5119,153.810223,43.03566868,0.9600591288,5292,80.73235553,0.5006846635,334.247,0.5757844841,3.574017269,1
2175,5512,139.237614,50.73453935,0.9312527742,5681,83.77407935,0.514659197,322.44,0.6662254947,2.744434378,1
11178,9377,158.6736615,75.79637677,0.8785299886,9573,109.2664963,0.7283672518,381.958,0.8076860068,2.093420138,0
13204,8596,155.5889283,71.55847837,0.8879602944,8910,104.6172411,0.5877204977,374.723,0.769281999,2.17429062,0
7370,8443,146.790166,74.35972089,0.8621979307,8615,103.682021,0.5822758621,364.083,0.8003977354,1.974054827,0
14787,7526,146.5311259,65.82310508,0.8934266877,7633,97.88973804,0.6150702844,345.911,0.7903970894,2.226135119,0
8352,6098,158.8134947,50.61691273,0.947849176,6411,88.11478164,0.5397893246,350.308,0.6244492857,3.137557906,1
1348,5610,140.5040059,52.75044276,0.9268477996,5800,84.51552429,0.7615040043,321.593,0.6816470369,2.663560692,1
8219,6040,156.7874117,50.13480918,0.9474975672,6207,87.69473673,0.5668168168,344.56,0.6393182252,3.127316415,1
5175,5579,145.681814,49.57173346,0.9403263293,5715,84.28169089,0.4813632442,325.054,0.6635217998,2.938808144,1
4910,6053,152.0220136,52.04270013,0.9395773776,6291,87.78905948,0.7472839506,341.144,0.6535894949,2.921101581,1
18104,7417,156.4531846,61.37952614,0.9198293085,7578,97.17827794,0.8270517395,360.421,0.7174934957,2.548947417,0
6703,6328,158.0199011,52.19028596,0.943884169,6517,89.76112655,0.6162835995,351.035,0.6453205488,3.027764615,1
15345,8944,160.9317338,71.67905477,0.8953315056,9241,106.7138908,0.6599763872,387.127,0.7499541807,2.245170982,0
7797,7691,140.4593222,70.61253818,0.8644458783,7876,98.95698732,0.6354622821,343.519,0.8190136684,1.98915555,0
9844,5203,148.9356497,45.21436856,0.9528049173,5362,81.39204722,0.439739689,327.727,0.6087503795,3.293989376,1
15346,9074,161.8690747,72.09115576,0.8953480728,9268,107.48663,0.6887286528,384.638,0.7707335485,2.245338876,0
12287,9349,160.8205734,75.09856034,0.8842725768,9636,109.1032378,0.6390293917,389.386,0.7748441494,2.141460138,0
11011,4822,148.9197325,41.93782621,0.9595278862,5004,78.35535135,0.431460272,321.779,0.5852233889,3.550964511,1
15964,8360,156.7002766,69.0906975,0.8975513873,8672,103.1711326,0.5788271135,375.327,0.7457556056,2.268037266,0
14903,7567,147.0875056,65.95497155,0.8938298188,7734,98.1560168,0.6251652346,349.375,0.7790224035,2.230120067,0
5803,6258,156.022803,52.44360368,0.9418163796,6464,89.26327952,0.6418461538,351.887,0.635095415,2.975058769,1
8478,7815,142.9770228,70.96880668,0.868113858,7955,99.75152652,0.5911050601,349.394,0.8044664948,2.014646004,0
14261,8860,159.0821011,72.04535947,0.8915706586,9167,106.2115924,0.7848347949,380.303,0.7698109481,2.20808255,0
6557,4600,134.2891999,44.47985295,0.9435520282,4741,76.53039857,0.6483439042,304.764,0.6223581278,3.019101706,1
16537,7645,150.7451777,65.69079917,0.9000562171,7861,98.66061179,0.5678104575,357.053,0.7535671895,2.294768516,0
14870,8353,154.9433027,69.50545056,0.8937394961,8597,103.1279299,0.7183522532,369.511,0.7687720802,2.229225211,0
1087,6359,147.6770735,56.16713202,0.9248477551,6597,89.98072163,0.5102302816,345.316,0.6701396058,2.629243619,1
11724,9254,159.3762837,75.2708169,0.8814466125,9561,108.5474954,0.7413875981,385.737,0.7815499905,2.117371516,0
2797,5619,142.7049938,51.14329011,0.9335739864,5738,84.58329032,0.5091518666,320.902,0.6856840519,2.790297485,1
5117,5956,150.9704985,51.44013859,0.9401612866,6093,87.08280386,0.7994630872,336.959,0.6591897289,2.934877367,1
14015,8991,160.1836907,72.80137859,0.8907534546,9426,106.9939099,0.5672197338,387.844,0.7511102822,2.200283755,0
13539,7974,150.1185065,68.69151035,0.8891674822,8187,100.7611638,0.5683535282,358.079,0.7814989365,2.185401162,0
6068,6747,161.5983865,54.01566415,0.9424813694,6891,92.68520491,0.4650537634,359.379,0.6564704509,2.991694892,1
6760,6282,158.2645937,52.19921922,0.9440429748,6548,89.43428213,0.524024024,355.842,0.6234381623,3.031934119,1
4752,5983,149.7889294,51.45023625,0.9391581974,6134,87.27996446,0.4855542931,338.841,0.65484265,2.911336085,1
12257,9223,159.4083627,74.47688411,0.8841473616,9447,108.3655311,0.7486201299,389.657,0.7633383953,2.140373683,0
16939,7913,153.6387369,66.32835631,0.9020094147,8061,100.3750194,0.6574989614,361.208,0.7621427257,2.316335659,0
13790,9015,159.9597222,72.91068781,0.8900788708,9354,107.136616,0.7681492843,387.11,0.755973922,2.193913224,0
5130,6160,153.0406312,52.13073702,0.9401962279,6321,88.5615921,0.5305770887,341.518,0.6636871043,2.935708181,1
248,4432,112.3670498,51.29491408,0.8897263533,4550,75.11988859,0.6011937059,270.823,0.7593439315,2.190608013,1
16646,9173,164.8425721,71.63830104,0.9006302605,9365,108.0713947,0.7913216011,386.183,0.7729207268,2.301039663,0
15744,9304,164.5424646,72.81698919,0.8967476651,9590,108.8403451,0.5875221015,398.213,0.7373075788,2.259671355,0
16655,8365,158.1828739,68.733926,0.9006612579,8592,103.2019806,0.557369403,376.116,0.7430742159,2.301379874,0
1027,7455,158.6103901,60.58434207,0.9241749021,7687,97.42689981,0.6369617225,379.915,0.6490596779,2.618009616,1
16498,7338,146.9244385,64.08482666,0.8998616643,7499,96.6593595,0.6658802178,350.921,0.7488052056,2.292655627,0
4689,5350,141.6581831,48.73234391,0.9389646594,5445,82.53382073,0.7854940537,315.812,0.6740721591,2.906861681,1
1021,5476,137.118837,52.39157671,0.9241255986,5658,83.50005837,0.7456427015,316.49,0.6869945927,2.617192411,1
1600,6297,147.7156799,54.86181214,0.9284723964,6431,89.54099292,0.5065969429,338.577,0.6902853433,2.69250457,1
7307,6345,158.7730265,51.81557119,0.945249016,6498,89.88161609,0.4657222548,355.747,0.6300267621,3.064195239,1
4116,6713,120.9223482,72.71525455,0.7989944288,7013,92.45137675,0.6709645177,322.57,0.810734329,1.662957091,0
461,5495,131.4621525,53.85539635,0.9122361957,5573,83.64479242,0.5399960692,302.958,0.7523375017,2.441020983,1
8408,6764,166.0277993,52.83748236,0.9480085721,6983,92.80189804,0.4797163121,366.183,0.6338946789,3.142235245,1
16633,8706,160.2674503,69.67356698,0.9005593394,8863,105.2844883,0.5617499032,381.972,0.7498345882,2.300261882,0
1167,4946,130.6509858,49.47630455,0.9255233138,5112,79.35642878,0.5252203462,301.74,0.6826501721,2.640677937,1
9445,8575,150.5248622,73.79511035,0.8715807508,8811,104.4893731,0.5892660803,367.82,0.7964771348,2.039767425,0
7182,5693,150.3834199,49.22129869,0.9449186231,5844,85.13843273,0.7593704148,333.832,0.641941007,3.055250956,1
10466,6267,165.9585672,48.87109344,0.9556583581,6474,89.32744386,0.6197587025,360.852,0.6047993634,3.395843136,1
2055,6499,152.4150405,55.72783178,0.9307594562,6716,90.96583865,0.5902279539,349.249,0.669554693,2.734989602,1
5212,5030,138.8118966,47.20510281,0.9404018414,5167,80.02746347,0.4713268366,310.583,0.6552733234,2.940612102,1
1324,7308,158.6327839,59.61635767,0.9266952777,7501,96.46157055,0.511048951,369.607,0.6722456911,2.660893588,1
13530,8640,156.276198,71.51767179,0.8891394457,8785,104.8846493,0.5824064712,373.462,0.7784500828,2.185141016,0
8523,5825,154.8060554,49.1190223,0.9483272429,5970,86.1198023,0.5150309461,341.021,0.6294243594,3.151651808,1
8289,6410,160.8022843,51.33074689,0.9476818075,6542,90.34082954,0.5188602882,351.74,0.6510650388,3.132669873,1
2910,6054,148.0164296,52.88842137,0.9339841137,6207,87.79631088,0.5730783794,334.628,0.6794034145,2.79865471,1
10719,9128,156.5354203,75.31287576,0.8766528035,9400,107.8059858,0.7135709819,388.55,0.7597866682,2.078468239,0
14642,8101,152.1285103,68.49537708,0.8929041419,8254,101.5603936,0.7396822498,363.846,0.7689768872,2.221004056,0
3288,5919,146.7153226,51.95801612,0.9351917691,6061,86.81189357,0.7959924691,327.969,0.6915006819,2.82372834,1
15638,8644,158.7890431,70.40880004,0.896318432,8768,104.9089254,0.5621748179,374.148,0.775957198,2.255244273,0
7709,6845,166.2170566,53.75005722,0.9462716848,7162,93.35590331,0.7682379349,370.61,0.6262518899,3.092407063,1
7304,6074,154.5517518,50.43959356,0.945245363,6190,87.94121329,0.4947865754,339.147,0.6636035369,3.064095899,1
9184,9143,154.4737958,75.96247315,0.8707364922,9328,107.8945279,0.6234997272,380.43,0.7938694129,2.033554061,0
9275,4945,143.297298,44.49547679,0.9505695824,5061,79.34840609,0.5467713401,313.076,0.6339815321,3.220491347,1
5737,5915,149.9183296,50.45883838,0.9416564795,6111,86.78255532,0.6752283105,336.934,0.654749141,2.971101483,1
7768,5526,149.4759789,48.28765292,0.9463831819,5685,83.88040131,0.5986998917,334.528,0.620520018,3.095532083,1
2010,6679,153.4451799,56.18442138,0.9305546412,6975,92.2169557,0.5017277644,375.965,0.5937812424,2.731098338,1
2426,4649,128.9677826,46.68081318,0.9321947273,4761,76.9369264,0.5022687986,288.891,0.7000053928,2.762757841,1
4885,5465,144.203209,49.39254464,0.9395103818,5593,83.41615019,0.4818374184,321.294,0.6652651899,2.919533912,1
5613,6012,152.2745094,51.35923305,0.9414041737,6184,87.49123466,0.5602982293,347.993,0.6238609753,2.96489064,1
2815,5841,145.8084,52.22679855,0.9336495371,5976,86.23799731,0.81125,326.861,0.6870223413,2.791831092,1
6673,6505,160.0029328,52.86772792,0.9438349674,6612,91.00781966,0.4905731523,350.932,0.6637602214,3.026476437,1
9103,4721,140.6905489,43.9304815,0.9500002998,4877,77.53040623,0.4944490993,306.361,0.6320870716,3.202572431,1
11877,8619,153.6882097,72.34799244,0.88226919,8796,104.7571078,0.7871232877,367.997,0.7997940857,2.124291284,0
2679,6962,159.2041113,57.2122789,0.9331973413,7205,94.15037817,0.5271846131,362.615,0.6653533571,2.78269131,1
4343,5855,148.7202037,51.51445869,0.9380924159,6019,86.34128523,0.5601798699,332.262,0.6664620331,2.886960427,1
5024,5975,150.5117435,51.40203399,0.9398762858,6127,87.22159297,0.4769316731,332.541,0.6789806173,2.928128166,1
11374,7124,138.9577574,66.15294175,0.8794100292,7248,95.23947982,0.6474009451,333.43,0.8052383124,2.100552957,0
15260,8426,156.2302563,69.69835632,0.8949702361,8643,103.5775864,0.6205626749,372.176,0.7644244878,2.241519952,0
3781,6432,154.1446692,54.01534956,0.9365927285,6622,90.49572781,0.8084464555,345.965,0.6752919454,2.853719737,1
6927,7431,170.9812235,56.22561496,0.9443853449,7589,97.2699494,0.6886932345,380.948,0.6434661858,3.040984498,1
2520,5439,139.9627846,50.51880334,0.932587281,5549,83.21748545,0.4989908257,315.628,0.6860849237,2.770508708,1
5533,5701,147.777995,49.93138939,0.9411888078,5831,85.19823146,0.7469863732,332.337,0.6486396829,2.959621129,1
4902,4353,128.0861995,43.8645075,0.9395321032,4462,74.44737563,0.5252171815,288.83,0.6557132064,2.920041892,1
17502,9313,168.011717,71.11226314,0.9060093089,9451,108.8929744,0.6131007242,391.048,0.76531342,2.362626495,0
18110,6481,148.9795062,58.31285821,0.9202141394,6854,90.83977922,0.5018195896,342.498,0.6942818402,2.554831143,0
10738,7757,144.6177135,69.56490698,0.8767062277,7915,99.38067794,0.7813255439,350.391,0.7939584412,2.078888908,0
16667,8889,162.3815195,70.54023673,0.9007150045,9151,106.385273,0.5848795894,383.258,0.760466894,2.301970152,0
16750,9395,166.9879322,72.40765705,0.9011005856,9586,109.3713195,0.7160823171,393.023,0.764312066,2.306219246,0
2215,5588,141.1087502,51.36358637,0.9313989442,5722,84.34964479,0.7502685285,318.251,0.6933087919,2.747252678,1
14534,8975,160.2206035,72.27232753,0.8924834641,9234,106.8986666,0.7427176432,383.984,0.7649236074,2.216901114,0
6700,6992,165.7430478,54.74198617,0.943882216,7195,94.35301212,0.4870776733,376.264,0.6206202579,3.02771345,1
12787,7583,144.9919374,67.14592387,0.8863054682,7701,98.25973472,0.5834872268,345.169,0.7998109605,2.159355759,0
5295,7108,165.2779853,56.10373556,0.9406238305,7302,95.13246914,0.4666491597,371.758,0.6463036924,2.945935483,1
14834,8911,159.6411302,71.64503705,0.8936382127,9053,106.5168418,0.7418414918,377.145,0.7872625613,2.228223152,0
17500,9404,169.0008467,71.53429684,0.905999974,9572,109.4236934,0.5438352996,395.337,0.7561144882,2.362514964,0
5002,6164,152.3928266,52.06327056,0.9398314068,6303,88.5903412,0.5021179537,341.629,0.6636865777,2.927069794,1
12548,8305,151.6722595,70.51868711,0.885341545,8508,102.8311938,0.6221905904,362.797,0.7929067709,2.150809463,0
6067,6948,164.3470214,54.93536855,0.9424793207,7108,94.05566627,0.7895454545,363.142,0.6620895168,2.991643194,1
17200,8868,163.5686803,70.04316331,0.9036751449,9073,106.2595327,0.7489864865,386.134,0.7474109575,2.33525547,0
13301,8898,158.2427253,72.66604925,0.8883296773,9164,106.4391163,0.6349364921,381.331,0.7689498929,2.177670686,0
11307,5406,160.5944492,43.29209,0.9629796737,5545,82.96464897,0.7978158205,341.796,0.5815029919,3.709556393,1
5479,6311,155.9461781,52.75283621,0.9410469727,6503,89.64047505,0.4833792892,347.367,0.6572505048,2.956166707,1
2702,5603,102.5307289,73.76704047,0.6945310266,5750,84.46277979,0.6288439955,291.651,0.827758305,1.389926019,0
12644,7632,145.5873746,67.57854227,0.8857416308,7800,98.576692,0.7464788732,349.63,0.78456846,2.154343223,0
4353,6259,152.6585952,52.8667428,0.938121234,6412,89.27041117,0.509358724,345.572,0.6586242584,2.887611136,1
13549,7978,149.9045943,68.57629147,0.8892269885,8142,100.7864331,0.8100314753,356.13,0.7904725198,2.185953645,0
12645,9255,160.5343271,74.51422931,0.8857493618,9514,108.5533601,0.5944886948,386.305,0.7793375977,2.154411695,0
7982,6233,159.3288305,51.23559069,0.9468853429,6429,89.08480276,0.6492708333,350.894,0.6361435183,3.109729553,1
564,7430,154.8081999,62.0246503,0.9162290769,7628,97.26340431,0.7936338389,358.313,0.7272329492,2.495914111,1
3785,5403,141.5658991,49.60331378,0.9366037891,5548,82.94162562,0.6653940887,319.162,0.6665342579,2.853960518,1
3112,5671,144.4778293,51.37521274,0.9346411457,5882,84.97376924,0.5233480989,335.596,0.6327555451,2.812208876,1
17406,8824,164.0161015,69.68131995,0.905266396,9104,105.995593,0.7894077653,385.993,0.7442459943,2.353803023,0
8196,6626,164.2852259,52.55259648,0.9474559313,6811,91.85034144,0.4630328442,362.238,0.6345608597,3.126110544,1
4294,5880,148.4109892,51.45384167,0.9379766895,6006,86.52542125,0.6666666667,330.947,0.6746372125,2.884351963,1
17870,8461,163.2957935,67.28081901,0.9111756709,8702,103.7924843,0.605048627,380.892,0.73287154,2.427077968,0
12027,7217,140.9656297,66.17609217,0.8829598975,7366,95.8591143,0.5888063963,339.256,0.7879732872,2.130159474,0
3551,6271,151.5959498,53.41733056,0.9358620982,6420,89.35594656,0.6691207853,338.82,0.6864494929,2.837954428,1
11931,8912,156.2866627,73.48630982,0.882558796,9154,106.5228183,0.7419247419,376.69,0.7892541236,2.126745282,0
15850,7929,153.0445365,67.61004562,0.8971297582,8170,100.4764467,0.5732359746,364.305,0.7507546281,2.263636049,0
796,6018,141.4121039,54.98634613,0.921306303,6172,87.53488208,0.6655607167,322.975,0.7249770081,2.571767608,1
11239,8600,152.22941,72.65519979,0.8787543174,8874,104.6415791,0.5899705015,379.811,0.7491576837,2.095230767,0
9069,5395,149.9402502,46.86982604,0.94988814,5517,82.88019874,0.4391534392,328.862,0.6268648605,3.199078445,1
12436,7332,142.1929993,66.23292085,0.8848921676,7448,96.6198341,0.6264524949,341.155,0.791642021,2.146862881,0
3126,6429,153.251729,54.48320401,0.9346707851,6566,90.47462093,0.8242307692,342.533,0.6885705646,2.812825195,1
16376,8868,161.7238997,70.74085087,0.8992585841,9082,106.2595327,0.585694472,381.159,0.767049146,2.286145808,0
7121,6288,157.228442,51.51288564,0.9448058194,6454,89.47698172,0.5703401361,352.657,0.6353563571,3.052215772,1
17227,7371,148.5967605,63.57068359,0.9038702688,7509,96.87646094,0.6963627775,349.15,0.7598225571,2.337504524,0
13279,8561,155.1473514,71.26274896,0.8882693113,8779,104.4040408,0.6129009164,371.861,0.777988353,2.177117129,0
9934,6605,168.2308653,50.87349295,0.9531802122,6859,91.70467378,0.5163383365,377.708,0.5817954481,3.306847153,1
4955,6202,153.8005262,52.60364867,0.939690797,6421,88.86299374,0.6212561354,346.917,0.6475755777,2.923761565,1
5872,5018,139.1167373,46.69240243,0.941992228,5131,79.93194628,0.7904851922,306.972,0.669180063,2.979429844,1
7591,5665,151.0687121,48.982566,0.9459747468,5826,84.9288056,0.4577407886,339.903,0.6161689121,3.084132262,1
17684,8663,163.4214536,68.46531027,0.9080096089,8891,105.02416,0.5458039315,382.03,0.7459045245,2.386923436,0
9141,9942,161.2471869,79.32458194,0.8706268583,10210,112.5102109,0.6545095458,392.255,0.8119824573,2.032751802,0
15398,9399,165.071744,73.45360542,0.8955405649,9636,109.3945999,0.5569777778,391.483,0.7706651106,2.247292602,0
17654,8430,160.2377557,67.24797479,0.9076738812,8566,103.6021687,0.6503124277,371.439,0.7678253312,2.382789313,0
4101,5395,141.7947021,49.37074546,0.9374259525,5526,82.88019874,0.7835875091,315.216,0.6823148222,2.872038912,1
10002,8577,151.0109323,73.48602214,0.873609753,8753,104.5015578,0.7994966443,367.146,0.7995905856,2.054961309,0
3442,6230,151.6485438,53.54889645,0.9355811177,6376,89.06336151,0.8198447164,338.836,0.6818970605,2.83196394,1
291,5555,129.0807906,56.88186745,0.8976698026,5787,84.10021207,0.5260416667,321.58,0.6750187953,2.269278355,1
11518,9231,157.9866956,75.02457418,0.8800510634,9424,108.4125188,0.624137931,381.605,0.7965820247,2.105799297,0
7823,6993,135.0076086,67.81367983,0.8646961818,7261,94.35975909,0.7043714746,334.008,0.7876978396,1.990860972,0
9646,6713,168.642992,51.6251308,0.9519926703,6859,92.45137675,0.5956521739,368.204,0.6222279378,3.266684063,1
11428,5972,172.1571704,45.07472074,0.9651158865,6207,87.19969358,0.7238787879,363.869,0.5668126689,3.819372979,1
2087,7069,158.5282548,57.90984403,0.9308911541,7236,94.87112491,0.4964882708,363.414,0.6726118865,2.73750098,1
9381,5758,154.5462323,47.79327582,0.950981085,5893,85.62308858,0.5715703792,339.044,0.6294618275,3.233639664,1
7917,6641,162.7776117,52.41685785,0.946734514,6766,91.9542485,0.4535892357,358.717,0.6485439712,3.105443904,1
15911,8618,158.4431767,69.92983323,0.8973321327,8815,104.7510305,0.6088308018,374.723,0.7712508454,2.265745096,0
8711,6537,164.7283061,51.99115135,0.9488864713,6786,91.2313921,0.5782908705,364.458,0.6184340224,3.168391193,1
4581,6565,157.6307948,54.32160869,0.9387448719,6714,91.4265695,0.5060900401,353.659,0.6595916745,2.901806456,1
